Marker	Genotype	Morex	Steptoe
his3c	dh031	0	1
his3c	dh032	0	1
his3c	dh033	1	0
his3c	dh034	1	0
his3c	dh035	1	0
his3c	dh036	1	0
his3c	dh037	0	1
his3c	dh038	1	0
his3c	dh039	0	1
his3c	dh040	0	1
his3c	dh041	0	1
his3c	dh042	0	1
his3c	dh043	0	1
his3c	dh044	1	0
his3c	dh045	1	0
his3c	dh046	1	0
his3c	dh047	1	0
his3c	dh048	0	1
his3c	dh049	1	0
his3c	dh050	0	1
his3c	dh051	1	0
his3c	dh052	1	0
his3c	dh053	1	0
his3c	dh054	0	1
his3c	dh055	0	1
his3c	dh056	0	1
his3c	dh057	0	1
his3c	dh058	1	0
his3c	dh059	1	0
his3c	dh060	0	1
his3c	dh061	1	0
his3c	dh062	0	1
his3c	dh063	0	1
his3c	dh064	1	0
his3c	dh065	0	1
his3c	dh066	1	0
his3c	dh067	0	1
his3c	dh068	0	1
his3c	dh069	0	1
his3c	dh070	1	0
his3c	dh071	0	1
his3c	dh072	0	1
his3c	dh073	0	1
his3c	dh074	0	1
his3c	dh075	0	1
his3c	dh076	0	1
his3c	dh077	1	0
his3c	dh078	0	1
his3c	dh079	1	0
his3c	dh080	0	1
his3c	dh081	1	0
his3c	dh082	1	0
his3c	dh083	1	0
his3c	dh084	0	1
his3c	dh085	1	0
his3c	dh086	0	1
his3c	dh087	0	1
his3c	dh088	1	0
his3c	dh089	0	1
his3c	dh090	0	1
his3c	dh091	0	1
his3c	dh092	1	0
his3c	dh093	0	1
his3c	dh094	1	0
his3c	dh095	0	1
his3c	dh096	0	1
his3c	dh097	0	1
his3c	dh098	0	1
his3c	dh099	0	1
his3c	dh100	1	0
his3c	dh101	1	0
his3c	dh102	1	0
his3c	dh103	1	0
his3c	dh104	0	1
his3c	dh105	0	1
his3c	dh106	0	1
his3c	dh107	1	0
his3c	dh108	1	0
his3c	dh109	1	0
his3c	dh110	1	0
his3c	dh111	0	1
his3c	dh112	1	0
his3c	dh113	0	1
his3c	dh114	1	0
his3c	dh115	1	0
his3c	dh116	1	0
his3c	dh117	1	0
his3c	dh118	1	0
his3c	dh119	1	0
his3c	dh120	1	0
his3c	dh121	0	1
his3c	dh122	1	0
his3c	dh123	0	1
his3c	dh124	1	0
his3c	dh125	1	0
his3c	dh126	1	0
his3c	dh127	0	1
his3c	dh128	1	0
his3c	dh129	1	0
his3c	dh130	0	1
his3c	dh131	0.291934	0.708066
his3c	dh132	1	0
his3c	dh133	0	1
his3c	dh134	1	0
his3c	dh135	1	0
his3c	dh136	1	0
his3c	dh137	0	1
his3c	dh138	1	0
his3c	dh139	1	0
his3c	dh140	1	0
his3c	dh141	1	0
his3c	dh142	1	0
his3c	dh143	1	0
his3c	dh144	1	0
his3c	dh145	0	1
his3c	dh146	0	1
his3c	dh147	1	0
his3c	dh148	1	0
his3c	dh149	1	0
his3c	dh150	1	0
crg3a	dh001	1	0
crg3a	dh002	1	0
crg3a	dh003	1	0
crg3a	dh004	1	0
crg3a	dh005	1	0
crg3a	dh006	0	1
crg3a	dh007	0	1
crg3a	dh008	0.314683	0.685317
crg3a	dh009	1	0
crg3a	dh010	0	1
crg3a	dh011	1	0
crg3a	dh012	1	0
crg3a	dh013	1	0
crg3a	dh014	0	1
crg3a	dh015	0	1
crg3a	dh016	1	0
crg3a	dh017	1	0
crg3a	dh018	0	1
crg3a	dh019	1	0
crg3a	dh020	1	0
crg3a	dh021	0	1
crg3a	dh022	1	0
crg3a	dh023	1	0
crg3a	dh024	0	1
crg3a	dh025	0	1
crg3a	dh026	0	1
crg3a	dh027	0	1
crg3a	dh028	1	0
crg3a	dh029	0	1
crg3a	dh030	0	1
crg3a	dh031	0	1
crg3a	dh032	0	1
crg3a	dh033	1	0
crg3a	dh034	0	1
crg3a	dh035	1	0
crg3a	dh036	1	0
crg3a	dh037	0	1
crg3a	dh038	1	0
crg3a	dh039	0	1
crg3a	dh040	0	1
crg3a	dh041	1	0
crg3a	dh042	0	1
crg3a	dh043	1	0
crg3a	dh044	0	1
crg3a	dh045	1	0
crg3a	dh046	1	0
crg3a	dh047	1	0
crg3a	dh048	0	1
crg3a	dh049	1	0
crg3a	dh050	0	1
crg3a	dh051	1	0
crg3a	dh052	0	1
crg3a	dh053	1	0
crg3a	dh054	1	0
crg3a	dh055	0	1
crg3a	dh056	0	1
crg3a	dh057	0	1
crg3a	dh058	1	0
crg3a	dh059	0	1
crg3a	dh060	1	0
crg3a	dh061	1	0
crg3a	dh062	0	1
crg3a	dh063	1	0
crg3a	dh064	1	0
crg3a	dh065	1	0
crg3a	dh066	1	0
crg3a	dh067	0	1
crg3a	dh068	1	0
crg3a	dh069	0	1
crg3a	dh070	1	0
crg3a	dh071	0	1
crg3a	dh072	1	0
crg3a	dh073	0	1
crg3a	dh074	1	0
crg3a	dh075	0	1
crg3a	dh076	0	1
crg3a	dh077	1	0
crg3a	dh078	1	0
crg3a	dh079	1	0
crg3a	dh080	0	1
crg3a	dh081	1	0
crg3a	dh082	1	0
crg3a	dh083	0	1
crg3a	dh084	0	1
crg3a	dh085	1	0
crg3a	dh086	0	1
crg3a	dh087	0	1
crg3a	dh088	1	0
crg3a	dh089	1	0
crg3a	dh090	0	1
crg3a	dh091	0	1
crg3a	dh092	1	0
crg3a	dh093	1	0
crg3a	dh094	1	0
crg3a	dh095	0	1
crg3a	dh096	0	1
crg3a	dh097	1	0
crg3a	dh098	0	1
crg3a	dh099	0	1
crg3a	dh100	0	1
crg3a	dh101	0	1
crg3a	dh102	1	0
crg3a	dh103	1	0
crg3a	dh104	1	0
crg3a	dh105	1	0
crg3a	dh106	1	0
crg3a	dh107	1	0
crg3a	dh108	1	0
crg3a	dh109	0	1
crg3a	dh110	1	0
crg3a	dh111	1	0
crg3a	dh112	1	0
crg3a	dh113	1	0
crg3a	dh114	1	0
crg3a	dh115	1	0
crg3a	dh116	1	0
crg3a	dh117	1	0
crg3a	dh118	1	0
crg3a	dh119	0	1
crg3a	dh120	0	1
crg3a	dh121	0	1
crg3a	dh122	1	0
crg3a	dh123	0	1
crg3a	dh124	1	0
crg3a	dh125	0	1
crg3a	dh126	1	0
crg3a	dh127	1	0
crg3a	dh128	0	1
crg3a	dh129	0	1
crg3a	dh130	0	1
crg3a	dh131	1	0
crg3a	dh132	1	0
crg3a	dh133	1	0
crg3a	dh134	1	0
crg3a	dh135	1	0
crg3a	dh136	1	0
crg3a	dh137	0	1
crg3a	dh138	1	0
crg3a	dh139	0	1
crg3a	dh140	0	1
crg3a	dh141	1	0
crg3a	dh142	1	0
crg3a	dh143	1	0
crg3a	dh144	0	1
crg3a	dh145	1	0
crg3a	dh146	1	0
crg3a	dh147	1	0
crg3a	dh148	1	0
crg3a	dh149	1	0
crg3a	dh150	0	1
gln2	dh001	1	0
gln2	dh002	1	0
gln2	dh003	1	0
gln2	dh004	0	1
gln2	dh005	1	0
gln2	dh006	0	1
gln2	dh007	0	1
gln2	dh008	0	1
gln2	dh009	1	0
gln2	dh010	1	0
gln2	dh011	0	1
gln2	dh012	1	0
gln2	dh013	1	0
gln2	dh014	0	1
gln2	dh015	0	1
gln2	dh016	0	1
gln2	dh017	1	0
gln2	dh018	0	1
gln2	dh019	0	1
gln2	dh020	1	0
gln2	dh021	0	1
gln2	dh022	1	0
gln2	dh023	1	0
gln2	dh024	0	1
gln2	dh025	0	1
gln2	dh026	0	1
gln2	dh027	1	0
gln2	dh028	1	0
gln2	dh029	1	0
gln2	dh030	0	1
gln2	dh031	0	1
gln2	dh032	1	0
gln2	dh033	0	1
gln2	dh034	0	1
gln2	dh035	1	0
gln2	dh036	1	0
gln2	dh037	0	1
gln2	dh038	1	0
gln2	dh039	1	0
gln2	dh040	0	1
gln2	dh041	1	0
gln2	dh042	1	0
gln2	dh043	0	1
gln2	dh044	0	1
gln2	dh045	1	0
gln2	dh046	1	0
gln2	dh047	1	0
gln2	dh048	1	0
gln2	dh049	1	0
gln2	dh050	0	1
gln2	dh051	0	1
gln2	dh052	0	1
gln2	dh053	1	0
gln2	dh054	1	0
gln2	dh055	0	1
gln2	dh056	0	1
gln2	dh057	0	1
gln2	dh058	1	0
gln2	dh059	0	1
gln2	dh060	1	0
gln2	dh061	1	0
gln2	dh062	0	1
gln2	dh063	1	0
gln2	dh064	1	0
gln2	dh065	1	0
gln2	dh066	1	0
gln2	dh067	1	0
gln2	dh068	1	0
gln2	dh069	1	0
gln2	dh070	1	0
gln2	dh071	0	1
gln2	dh072	1	0
gln2	dh073	0	1
gln2	dh074	1	0
gln2	dh075	1	0
gln2	dh076	0	1
gln2	dh077	1	0
gln2	dh078	1	0
gln2	dh079	1	0
gln2	dh080	0	1
gln2	dh081	1	0
gln2	dh082	1	0
gln2	dh083	0	1
gln2	dh084	0	1
gln2	dh085	1	0
gln2	dh086	0	1
gln2	dh087	0	1
gln2	dh088	1	0
gln2	dh089	1	0
gln2	dh090	0	1
gln2	dh091	0	1
gln2	dh092	1	0
gln2	dh093	1	0
gln2	dh094	1	0
gln2	dh095	1	0
gln2	dh096	0	1
gln2	dh097	0	1
gln2	dh098	0	1
gln2	dh099	0	1
gln2	dh100	0	1
gln2	dh101	0	1
gln2	dh102	1	0
gln2	dh103	1	0
gln2	dh104	1	0
gln2	dh105	1	0
gln2	dh106	1	0
gln2	dh107	1	0
gln2	dh108	1	0
gln2	dh109	0	1
gln2	dh110	1	0
gln2	dh111	1	0
gln2	dh112	1	0
gln2	dh113	1	0
gln2	dh114	1	0
gln2	dh115	1	0
gln2	dh116	0	1
gln2	dh117	1	0
gln2	dh118	1	0
gln2	dh119	0	1
gln2	dh120	0	1
gln2	dh121	0	1
gln2	dh122	0	1
gln2	dh123	0	1
gln2	dh124	1	0
gln2	dh125	0	1
gln2	dh126	1	0
gln2	dh127	1	0
gln2	dh128	0	1
gln2	dh129	0	1
gln2	dh130	0	1
gln2	dh131	1	0
gln2	dh132	1	0
gln2	dh133	1	0
gln2	dh134	1	0
gln2	dh135	1	0
gln2	dh136	1	0
gln2	dh137	1	0
gln2	dh138	1	0
gln2	dh139	0	1
gln2	dh140	0	1
gln2	dh141	1	0
gln2	dh142	1	0
gln2	dh143	0	1
gln2	dh144	0	1
gln2	dh145	1	0
gln2	dh146	1	0
gln2	dh147	1	0
gln2	dh148	1	0
gln2	dh149	0	1
gln2	dh150	0	1
abc157	dh001	1	0
abc157	dh002	1	0
abc157	dh003	1	0
abc157	dh004	0	1
abc157	dh005	1	0
abc157	dh006	0	1
abc157	dh007	1	0
abc157	dh008	0	1
abc157	dh009	1	0
abc157	dh010	1	0
abc157	dh011	0	1
abc157	dh012	0	1
abc157	dh013	1	0
abc157	dh014	0	1
abc157	dh015	0	1
abc157	dh016	0	1
abc157	dh017	1	0
abc157	dh018	0	1
abc157	dh019	0	1
abc157	dh020	1	0
abc157	dh021	0	1
abc157	dh022	1	0
abc157	dh023	1	0
abc157	dh024	0	1
abc157	dh025	0	1
abc157	dh026	0	1
abc157	dh027	1	0
abc157	dh028	1	0
abc157	dh029	1	0
abc157	dh030	0	1
abc157	dh031	1	0
abc157	dh032	1	0
abc157	dh033	0	1
abc157	dh034	0	1
abc157	dh035	1	0
abc157	dh036	1	0
abc157	dh037	1	0
abc157	dh038	1	0
abc157	dh039	1	0
abc157	dh040	0	1
abc157	dh041	1	0
abc157	dh042	1	0
abc157	dh043	0	1
abc157	dh044	0	1
abc157	dh045	1	0
abc157	dh046	1	0
abc157	dh047	1	0
abc157	dh048	1	0
abc157	dh049	1	0
abc157	dh050	0	1
abc157	dh051	0	1
abc157	dh052	0	1
abc157	dh053	1	0
abc157	dh054	1	0
abc157	dh055	0	1
abc157	dh056	0	1
abc157	dh057	0	1
abc157	dh058	1	0
abc157	dh059	0	1
abc157	dh060	1	0
abc157	dh061	1	0
abc157	dh062	0	1
abc157	dh063	0	1
abc157	dh064	1	0
abc157	dh065	1	0
abc157	dh066	1	0
abc157	dh067	1	0
abc157	dh068	1	0
abc157	dh069	1	0
abc157	dh070	1	0
abc157	dh071	1	0
abc157	dh072	1	0
abc157	dh073	0	1
abc157	dh074	1	0
abc157	dh075	1	0
abc157	dh076	0	1
abc157	dh077	1	0
abc157	dh078	1	0
abc157	dh079	1	0
abc157	dh080	0	1
abc157	dh081	0	1
abc157	dh082	1	0
abc157	dh083	0	1
abc157	dh084	0	1
abc157	dh085	1	0
abc157	dh086	0	1
abc157	dh087	0	1
abc157	dh088	1	0
abc157	dh089	1	0
abc157	dh090	0	1
abc157	dh091	0	1
abc157	dh092	1	0
abc157	dh093	0	1
abc157	dh094	1	0
abc157	dh095	1	0
abc157	dh096	0	1
abc157	dh097	0	1
abc157	dh098	0	1
abc157	dh099	0	1
abc157	dh100	0	1
abc157	dh101	0	1
abc157	dh102	1	0
abc157	dh103	0	1
abc157	dh104	1	0
abc157	dh105	1	0
abc157	dh106	1	0
abc157	dh107	1	0
abc157	dh108	1	0
abc157	dh109	0	1
abc157	dh110	1	0
abc157	dh111	1	0
abc157	dh112	1	0
abc157	dh113	1	0
abc157	dh114	1	0
abc157	dh115	1	0
abc157	dh116	0	1
abc157	dh117	1	0
abc157	dh118	1	0
abc157	dh119	0	1
abc157	dh120	0	1
abc157	dh121	0	1
abc157	dh122	0	1
abc157	dh123	0	1
abc157	dh124	0	1
abc157	dh125	0	1
abc157	dh126	1	0
abc157	dh127	1	0
abc157	dh128	0	1
abc157	dh129	0	1
abc157	dh130	0	1
abc157	dh131	1	0
abc157	dh132	1	0
abc157	dh133	1	0
abc157	dh134	1	0
abc157	dh135	1	0
abc157	dh136	1	0
abc157	dh137	1	0
abc157	dh138	1	0
abc157	dh139	0	1
abc157	dh140	0	1
abc157	dh141	1	0
abc157	dh142	1	0
abc157	dh143	0	1
abc157	dh144	0	1
abc157	dh145	1	0
abc157	dh146	1	0
abc157	dh147	1	0
abc157	dh148	0	1
abc157	dh149	0	1
abc157	dh150	0	1
abc165	dh001	1	0
abc165	dh002	1	0
abc165	dh003	1	0
abc165	dh004	0	1
abc165	dh005	1	0
abc165	dh006	0	1
abc165	dh007	1	0
abc165	dh008	0	1
abc165	dh009	1	0
abc165	dh010	1	0
abc165	dh011	0	1
abc165	dh012	0	1
abc165	dh013	1	0
abc165	dh014	0	1
abc165	dh015	0	1
abc165	dh016	0	1
abc165	dh017	1	0
abc165	dh018	0	1
abc165	dh019	0	1
abc165	dh020	1	0
abc165	dh021	0	1
abc165	dh022	0	1
abc165	dh023	1	0
abc165	dh024	0	1
abc165	dh025	0	1
abc165	dh026	0	1
abc165	dh027	1	0
abc165	dh028	1	0
abc165	dh029	1	0
abc165	dh030	1	0
abc165	dh031	0	1
abc165	dh032	1	0
abc165	dh033	0	1
abc165	dh034	0	1
abc165	dh035	1	0
abc165	dh036	1	0
abc165	dh037	1	0
abc165	dh038	1	0
abc165	dh039	1	0
abc165	dh040	0	1
abc165	dh041	1	0
abc165	dh042	1	0
abc165	dh043	1	0
abc165	dh044	0	1
abc165	dh045	0	1
abc165	dh046	1	0
abc165	dh047	1	0
abc165	dh048	1	0
abc165	dh049	1	0
abc165	dh050	0	1
abc165	dh051	0	1
abc165	dh052	0	1
abc165	dh053	1	0
abc165	dh054	1	0
abc165	dh055	0	1
abc165	dh056	0	1
abc165	dh057	0	1
abc165	dh058	1	0
abc165	dh059	0	1
abc165	dh060	1	0
abc165	dh061	1	0
abc165	dh062	0	1
abc165	dh063	0	1
abc165	dh064	1	0
abc165	dh065	1	0
abc165	dh066	1	0
abc165	dh067	1	0
abc165	dh068	1	0
abc165	dh069	1	0
abc165	dh070	1	0
abc165	dh071	1	0
abc165	dh072	0	1
abc165	dh073	0	1
abc165	dh074	1	0
abc165	dh075	1	0
abc165	dh076	0	1
abc165	dh077	1	0
abc165	dh078	1	0
abc165	dh079	1	0
abc165	dh080	0	1
abc165	dh081	1	0
abc165	dh082	1	0
abc165	dh083	0	1
abc165	dh084	0	1
abc165	dh085	1	0
abc165	dh086	1	0
abc165	dh087	0	1
abc165	dh088	1	0
abc165	dh089	1	0
abc165	dh090	0	1
abc165	dh091	0	1
abc165	dh092	1	0
abc165	dh093	0	1
abc165	dh094	1	0
abc165	dh095	1	0
abc165	dh096	0	1
abc165	dh097	0	1
abc165	dh098	0	1
abc165	dh099	0	1
abc165	dh100	0	1
abc165	dh101	0	1
abc165	dh102	1	0
abc165	dh103	0	1
abc165	dh104	1	0
abc165	dh105	1	0
abc165	dh106	1	0
abc165	dh107	1	0
abc165	dh108	1	0
abc165	dh109	0	1
abc165	dh110	1	0
abc165	dh111	1	0
abc165	dh112	1	0
abc165	dh113	1	0
abc165	dh114	1	0
abc165	dh115	1	0
abc165	dh116	0	1
abc165	dh117	1	0
abc165	dh118	1	0
abc165	dh119	1	0
abc165	dh120	0	1
abc165	dh121	0	1
abc165	dh122	0	1
abc165	dh123	0	1
abc165	dh124	0	1
abc165	dh125	0	1
abc165	dh126	1	0
abc165	dh127	1	0
abc165	dh128	0	1
abc165	dh129	0	1
abc165	dh130	0	1
abc165	dh131	1	0
abc165	dh132	1	0
abc165	dh133	1	0
abc165	dh134	0.074768	0.925232
abc165	dh135	1	0
abc165	dh136	1	0
abc165	dh137	1	0
abc165	dh138	0	1
abc165	dh139	0	1
abc165	dh140	0	1
abc165	dh141	0	1
abc165	dh142	1	0
abc165	dh143	0	1
abc165	dh144	0	1
abc165	dh145	1	0
abc165	dh146	1	0
abc165	dh147	1	0
abc165	dh148	0	1
abc165	dh149	0	1
abc165	dh150	0	1
bdc410	dh001	1	0
bdc410	dh002	1	0
bdc410	dh003	1	0
bdc410	dh004	0	1
bdc410	dh005	0	1
bdc410	dh006	1	0
bdc410	dh007	1	0
bdc410	dh008	0	1
bdc410	dh009	1	0
bdc410	dh010	1	0
bdc410	dh011	0	1
bdc410	dh012	0	1
bdc410	dh013	1	0
bdc410	dh014	0	1
bdc410	dh015	0	1
bdc410	dh016	0	1
bdc410	dh017	1	0
bdc410	dh018	0	1
bdc410	dh019	0	1
bdc410	dh020	1	0
bdc410	dh021	0	1
bdc410	dh022	0	1
bdc410	dh023	1	0
bdc410	dh024	1	0
bdc410	dh025	0	1
bdc410	dh026	1	0
bdc410	dh027	1	0
bdc410	dh028	1	0
bdc410	dh029	1	0
bdc410	dh030	1	0
bdc410	dh031	0	1
bdc410	dh032	1	0
bdc410	dh033	0	1
bdc410	dh034	0	1
bdc410	dh035	1	0
bdc410	dh036	1	0
bdc410	dh037	1	0
bdc410	dh038	1	0
bdc410	dh039	1	0
bdc410	dh040	1	0
bdc410	dh041	1	0
bdc410	dh042	1	0
bdc410	dh043	1	0
bdc410	dh044	0	1
bdc410	dh045	0	1
bdc410	dh046	1	0
bdc410	dh047	1	0
bdc410	dh048	1	0
bdc410	dh049	0	1
bdc410	dh050	0	1
bdc410	dh051	1	0
bdc410	dh052	0	1
bdc410	dh053	1	0
bdc410	dh054	1	0
bdc410	dh055	0	1
bdc410	dh056	0	1
bdc410	dh057	0	1
bdc410	dh058	1	0
bdc410	dh059	0	1
bdc410	dh060	1	0
bdc410	dh061	1	0
bdc410	dh062	0	1
bdc410	dh063	1	0
bdc410	dh064	1	0
bdc410	dh065	1	0
bdc410	dh066	1	0
bdc410	dh067	1	0
bdc410	dh068	1	0
bdc410	dh069	1	0
bdc410	dh070	1	0
bdc410	dh071	1	0
bdc410	dh072	1	0
bdc410	dh073	0	1
bdc410	dh074	1	0
bdc410	dh075	1	0
bdc410	dh076	1	0
bdc410	dh077	0	1
bdc410	dh078	1	0
bdc410	dh079	1	0
bdc410	dh080	0	1
bdc410	dh081	1	0
bdc410	dh082	1	0
bdc410	dh083	0	1
bdc410	dh084	0	1
bdc410	dh085	1	0
bdc410	dh086	1	0
bdc410	dh087	0	1
bdc410	dh088	1	0
bdc410	dh089	0	1
bdc410	dh090	0	1
bdc410	dh091	0	1
bdc410	dh092	1	0
bdc410	dh093	0	1
bdc410	dh094	1	0
bdc410	dh095	1	0
bdc410	dh096	0	1
bdc410	dh097	0	1
bdc410	dh098	0	1
bdc410	dh099	0	1
bdc410	dh100	0	1
bdc410	dh101	0	1
bdc410	dh102	1	0
bdc410	dh103	1	0
bdc410	dh104	1	0
bdc410	dh105	1	0
bdc410	dh106	1	0
bdc410	dh107	0	1
bdc410	dh108	1	0
bdc410	dh109	1	0
bdc410	dh110	1	0
bdc410	dh111	1	0
bdc410	dh112	0	1
bdc410	dh113	1	0
bdc410	dh114	1	0
bdc410	dh115	1	0
bdc410	dh116	0	1
bdc410	dh117	1	0
bdc410	dh118	1	0
bdc410	dh119	1	0
bdc410	dh120	0	1
bdc410	dh121	0	1
bdc410	dh122	0	1
bdc410	dh123	0	1
bdc410	dh124	0	1
bdc410	dh125	0	1
bdc410	dh126	1	0
bdc410	dh127	1	0
bdc410	dh128	0	1
bdc410	dh129	0	1
bdc410	dh130	0	1
bdc410	dh131	1	0
bdc410	dh132	0	1
bdc410	dh133	1	0
bdc410	dh134	0	1
bdc410	dh135	1	0
bdc410	dh136	1	0
bdc410	dh137	0	1
bdc410	dh138	0	1
bdc410	dh139	0	1
bdc410	dh140	0	1
bdc410	dh141	1	0
bdc410	dh142	1	0
bdc410	dh143	0	1
bdc410	dh144	0	1
bdc410	dh145	1	0
bdc410	dh146	1	0
bdc410	dh147	1	0
bdc410	dh148	0	1
bdc410	dh149	0	1
bdc410	dh150	1	0
pcr1	dh001	1	0
pcr1	dh002	1	0
pcr1	dh003	1	0
pcr1	dh004	0	1
pcr1	dh005	1	0
pcr1	dh006	0	1
pcr1	dh007	1	0
pcr1	dh008	0	1
pcr1	dh009	1	0
pcr1	dh010	1	0
pcr1	dh011	0	1
pcr1	dh012	0	1
pcr1	dh013	1	0
pcr1	dh014	0	1
pcr1	dh015	0	1
pcr1	dh016	0	1
pcr1	dh017	1	0
pcr1	dh018	0	1
pcr1	dh019	0	1
pcr1	dh020	1	0
pcr1	dh021	0	1
pcr1	dh022	0	1
pcr1	dh023	1	0
pcr1	dh024	1	0
pcr1	dh025	0	1
pcr1	dh026	0	1
pcr1	dh027	1	0
pcr1	dh028	1	0
pcr1	dh029	1	0
pcr1	dh030	1	0
pcr1	dh031	0	1
pcr1	dh032	1	0
pcr1	dh033	0	1
pcr1	dh034	0	1
pcr1	dh035	1	0
pcr1	dh036	1	0
pcr1	dh037	1	0
pcr1	dh038	1	0
pcr1	dh039	1	0
pcr1	dh040	1	0
pcr1	dh041	1	0
pcr1	dh042	1	0
pcr1	dh043	1	0
pcr1	dh044	0	1
pcr1	dh045	0	1
pcr1	dh046	1	0
pcr1	dh047	1	0
pcr1	dh048	1	0
pcr1	dh049	0	1
pcr1	dh050	0	1
pcr1	dh051	1	0
pcr1	dh052	0	1
pcr1	dh053	1	0
pcr1	dh054	1	0
pcr1	dh055	0	1
pcr1	dh056	0	1
pcr1	dh057	0	1
pcr1	dh058	1	0
pcr1	dh059	0	1
pcr1	dh060	1	0
pcr1	dh061	1	0
pcr1	dh062	0	1
pcr1	dh063	1	0
pcr1	dh064	1	0
pcr1	dh065	1	0
pcr1	dh066	1	0
pcr1	dh067	1	0
pcr1	dh068	1	0
pcr1	dh069	1	0
pcr1	dh070	1	0
pcr1	dh071	1	0
pcr1	dh072	1	0
pcr1	dh073	0	1
pcr1	dh074	1	0
pcr1	dh075	1	0
pcr1	dh076	0	1
pcr1	dh077	0	1
pcr1	dh078	1	0
pcr1	dh079	1	0
pcr1	dh080	0	1
pcr1	dh081	1	0
pcr1	dh082	1	0
pcr1	dh083	0	1
pcr1	dh084	0	1
pcr1	dh085	1	0
pcr1	dh086	1	0
pcr1	dh087	0	1
pcr1	dh088	1	0
pcr1	dh089	1	0
pcr1	dh090	0	1
pcr1	dh091	0	1
pcr1	dh092	1	0
pcr1	dh093	0	1
pcr1	dh094	1	0
pcr1	dh095	1	0
pcr1	dh096	0	1
pcr1	dh097	0	1
pcr1	dh098	0	1
pcr1	dh099	0	1
pcr1	dh100	0	1
pcr1	dh101	0	1
pcr1	dh102	1	0
pcr1	dh103	0	1
pcr1	dh104	1	0
pcr1	dh105	1	0
pcr1	dh106	1	0
pcr1	dh107	1	0
pcr1	dh108	1	0
pcr1	dh109	1	0
pcr1	dh110	1	0
pcr1	dh111	1	0
pcr1	dh112	0	1
pcr1	dh113	1	0
pcr1	dh114	1	0
pcr1	dh115	1	0
pcr1	dh116	0	1
pcr1	dh117	1	0
pcr1	dh118	1	0
pcr1	dh119	1	0
pcr1	dh120	0	1
pcr1	dh121	0	1
pcr1	dh122	0	1
pcr1	dh123	0	1
pcr1	dh124	0	1
pcr1	dh125	0	1
pcr1	dh126	1	0
pcr1	dh127	1	0
pcr1	dh128	0	1
pcr1	dh129	0	1
pcr1	dh130	0	1
pcr1	dh131	1	0
pcr1	dh132	0	1
pcr1	dh133	1	0
pcr1	dh134	0	1
pcr1	dh135	1	0
pcr1	dh136	1	0
pcr1	dh137	1	0
pcr1	dh138	0	1
pcr1	dh139	0	1
pcr1	dh140	0	1
pcr1	dh141	1	0
pcr1	dh142	1	0
pcr1	dh143	0	1
pcr1	dh144	0	1
pcr1	dh145	1	0
pcr1	dh146	1	0
pcr1	dh147	1	0
pcr1	dh148	0	1
pcr1	dh149	0	1
pcr1	dh150	0	1
prx2	dh001	1	0
prx2	dh002	1	0
prx2	dh003	1	0
prx2	dh004	0	1
prx2	dh005	0	1
prx2	dh006	1	0
prx2	dh007	1	0
prx2	dh008	0	1
prx2	dh009	1	0
prx2	dh010	1	0
prx2	dh011	0	1
prx2	dh012	0	1
prx2	dh013	1	0
prx2	dh014	0	1
prx2	dh015	1	0
prx2	dh016	0	1
prx2	dh017	1	0
prx2	dh018	0	1
prx2	dh019	0	1
prx2	dh020	1	0
prx2	dh021	0	1
prx2	dh022	0	1
prx2	dh023	1	0
prx2	dh024	1	0
prx2	dh025	0	1
prx2	dh026	1	0
prx2	dh027	1	0
prx2	dh028	1	0
prx2	dh029	1	0
prx2	dh030	1	0
prx2	dh031	0	1
prx2	dh032	1	0
prx2	dh033	0	1
prx2	dh034	0	1
prx2	dh035	1	0
prx2	dh036	1	0
prx2	dh037	1	0
prx2	dh038	1	0
prx2	dh039	1	0
prx2	dh040	1	0
prx2	dh041	1	0
prx2	dh042	1	0
prx2	dh043	1	0
prx2	dh044	0	1
prx2	dh045	0	1
prx2	dh046	1	0
prx2	dh047	1	0
prx2	dh048	1	0
prx2	dh049	0	1
prx2	dh050	0	1
prx2	dh051	1	0
prx2	dh052	0	1
prx2	dh053	1	0
prx2	dh054	1	0
prx2	dh055	0	1
prx2	dh056	0	1
prx2	dh057	0	1
prx2	dh058	1	0
prx2	dh059	0	1
prx2	dh060	1	0
prx2	dh061	1	0
prx2	dh062	0	1
prx2	dh063	1	0
prx2	dh064	1	0
prx2	dh065	1	0
prx2	dh066	1	0
prx2	dh067	1	0
prx2	dh068	1	0
prx2	dh069	1	0
prx2	dh070	1	0
prx2	dh071	1	0
prx2	dh072	1	0
prx2	dh073	0	1
prx2	dh074	1	0
prx2	dh075	1	0
prx2	dh076	1	0
prx2	dh077	0	1
prx2	dh078	1	0
prx2	dh079	1	0
prx2	dh080	0	1
prx2	dh081	1	0
prx2	dh082	1	0
prx2	dh083	0	1
prx2	dh084	0	1
prx2	dh085	1	0
prx2	dh086	1	0
prx2	dh087	0	1
prx2	dh088	1	0
prx2	dh089	0	1
prx2	dh090	0	1
prx2	dh091	0	1
prx2	dh092	1	0
prx2	dh093	0	1
prx2	dh094	1	0
prx2	dh095	1	0
prx2	dh096	0	1
prx2	dh097	0	1
prx2	dh098	0	1
prx2	dh099	0	1
prx2	dh100	0	1
prx2	dh101	1	0
prx2	dh102	1	0
prx2	dh103	1	0
prx2	dh104	1	0
prx2	dh105	1	0
prx2	dh106	1	0
